,Subject,Accelorometer Axis,Signal Length,Dimension,Delay,Permutation Entropy,Complexity,Activity,Body Part
92,1.0,z,4096.0,5.0,1.0,0.7837269194276406,0.2743219718770512,Walking,chest
93,1.0,z,1024.0,5.0,2.0,0.932634586540852,0.11523095501879334,Walking,chest
94,1.0,z,2048.0,5.0,2.0,0.9314804133604151,0.11643858791255383,Walking,chest
95,1.0,z,4096.0,5.0,2.0,0.9289199624866222,0.1202661615321973,Walking,chest
96,1.0,z,1024.0,5.0,3.0,0.9338642428465518,0.11540052440753876,Walking,chest
97,1.0,z,2048.0,5.0,3.0,0.933720068161296,0.11477841543441981,Walking,chest
98,1.0,z,4096.0,5.0,3.0,0.9412867659628922,0.1022187667126436,Walking,chest
99,1.0,z,1024.0,6.0,1.0,0.7423734875881753,0.4018406141644838,Walking,chest
100,1.0,z,2048.0,6.0,1.0,0.7560928018605585,0.38209999874049916,Walking,chest
101,1.0,z,4096.0,6.0,1.0,0.7551174266667514,0.37370767637841457,Walking,chest
102,1.0,z,1024.0,6.0,2.0,0.8690682875134964,0.2946299210335091,Walking,chest
103,1.0,z,2048.0,6.0,2.0,0.8848147143234245,0.2565724176982774,Walking,chest
104,1.0,z,4096.0,6.0,2.0,0.8932849372792754,0.2336929133332667,Walking,chest
105,1.0,z,1024.0,6.0,3.0,0.8667964295346534,0.2971811987287219,Walking,chest
106,1.0,z,2048.0,6.0,3.0,0.8801178702913801,0.26333664164796405,Walking,chest
107,1.0,z,4096.0,6.0,3.0,0.8986760080010409,0.22253987937637168,Walking,chest
108,1.0,x,1024.0,3.0,1.0,0.8985825880019546,0.08793387935406254,Running,chest
109,1.0,x,2048.0,3.0,1.0,0.8915394455051913,0.09331100834347492,Running,chest
110,1.0,x,4096.0,3.0,1.0,0.8960076508227416,0.08984673539344543,Running,chest
111,1.0,x,1024.0,3.0,2.0,0.9775258382817374,0.022478738805134728,Running,chest
112,1.0,x,2048.0,3.0,2.0,0.9767793976846928,0.022900357274444193,Running,chest
113,1.0,x,4096.0,3.0,2.0,0.9809568239685142,0.018701629086072546,Running,chest
114,1.0,x,1024.0,3.0,3.0,0.9932684698451277,0.0066125686255173255,Running,chest
115,1.0,x,2048.0,3.0,3.0,0.9938101516579471,0.006056588121303534,Running,chest
116,1.0,x,4096.0,3.0,3.0,0.998148172931265,0.0018354585335462474,Running,chest
117,1.0,x,1024.0,4.0,1.0,0.8491656379039461,0.16708021451777166,Running,chest
118,1.0,x,2048.0,4.0,1.0,0.8396365324102694,0.17400631224633475,Running,chest
119,1.0,x,4096.0,4.0,1.0,0.8461098969184507,0.16868125770968437,Running,chest
120,1.0,x,1024.0,4.0,2.0,0.9673674049988242,0.04296251951991582,Running,chest
121,1.0,x,2048.0,4.0,2.0,0.9677712622458754,0.04152643063272842,Running,chest
122,1.0,x,4096.0,4.0,2.0,0.9733343299426083,0.03529529755586688,Running,chest
123,1.0,x,1024.0,4.0,3.0,0.9743004286841692,0.03250027774435596,Running,chest
124,1.0,x,2048.0,4.0,3.0,0.975950646512674,0.030407700518368615,Running,chest
125,1.0,x,4096.0,4.0,3.0,0.984874353901396,0.019643271141609606,Running,chest
126,1.0,x,1024.0,5.0,1.0,0.812459874632558,0.2633239700800889,Running,chest
127,1.0,x,2048.0,5.0,1.0,0.808657236644052,0.2587018835519046,Running,chest
128,1.0,x,4096.0,5.0,1.0,0.8165227919098925,0.251112353883698,Running,chest
129,1.0,x,1024.0,5.0,2.0,0.9281697670016327,0.11834805203994894,Running,chest
130,1.0,x,2048.0,5.0,2.0,0.9363438100109476,0.1050545643375344,Running,chest
131,1.0,x,4096.0,5.0,2.0,0.9503402442836683,0.08452219138059187,Running,chest
132,1.0,x,1024.0,5.0,3.0,0.9290126931021994,0.11982904689579799,Running,chest
133,1.0,x,2048.0,5.0,3.0,0.9437914027197478,0.09308372385093408,Running,chest
134,1.0,x,4096.0,5.0,3.0,0.9604789191283507,0.06644698659394768,Running,chest
135,1.0,x,1024.0,6.0,1.0,0.7704002844645667,0.39584260328761034,Running,chest
136,1.0,x,2048.0,6.0,1.0,0.7777442325198496,0.37312888157096596,Running,chest
137,1.0,x,4096.0,6.0,1.0,0.7916423394959592,0.35260081366543594,Running,chest
138,1.0,x,1024.0,6.0,2.0,0.849167191709576,0.3103418238376913,Running,chest
139,1.0,x,2048.0,6.0,2.0,0.8816850900921285,0.2449722760327882,Running,chest
140,1.0,x,4096.0,6.0,2.0,0.9135378090738754,0.18451362837255877,Running,chest
141,1.0,x,1024.0,6.0,3.0,0.8541865636515045,0.3101685710379855,Running,chest
142,1.0,x,2048.0,6.0,3.0,0.8893104053934854,0.23962069381442308,Running,chest
143,1.0,x,4096.0,6.0,3.0,0.9229626220822107,0.16682783434170223,Running,chest
144,1.0,y,1024.0,3.0,1.0,0.6525417519069389,0.21489636421609778,Running,chest
145,1.0,y,2048.0,3.0,1.0,0.662521850247469,0.21231599034634172,Running,chest
146,1.0,y,4096.0,3.0,1.0,0.6805669315718643,0.20579721671419243,Running,chest
147,1.0,y,1024.0,3.0,2.0,0.7326635353454763,0.177715810481983,Running,chest
148,1.0,y,2048.0,3.0,2.0,0.7542996518230798,0.16704665711344255,Running,chest
149,1.0,y,4096.0,3.0,2.0,0.7527366172087372,0.1696537486121469,Running,chest
150,1.0,y,1024.0,3.0,3.0,0.7550255801561953,0.17328472432578537,Running,chest
151,1.0,y,2048.0,3.0,3.0,0.7710044084016242,0.1639116169002829,Running,chest
152,1.0,y,4096.0,3.0,3.0,0.7781966202883716,0.16227777648937186,Running,chest
153,1.0,y,1024.0,4.0,1.0,0.5595508880391248,0.263130129607924,Running,chest
154,1.0,y,2048.0,4.0,1.0,0.5748424074961385,0.26122408716292106,Running,chest
155,1.0,y,4096.0,4.0,1.0,0.5928620671160673,0.2566166520725014,Running,chest
156,1.0,y,1024.0,4.0,2.0,0.6294913951403274,0.2658263386168394,Running,chest
157,1.0,y,2048.0,4.0,2.0,0.6582917915793585,0.2574912166155193,Running,chest
158,1.0,y,4096.0,4.0,2.0,0.6643427198453158,0.2506150332988953,Running,chest
159,1.0,y,1024.0,4.0,3.0,0.6347474682319405,0.28769326641909065,Running,chest
160,1.0,y,2048.0,4.0,3.0,0.6526522288293409,0.27867904521032627,Running,chest
161,1.0,y,4096.0,4.0,3.0,0.6761729043408063,0.26720761644080054,Running,chest
162,1.0,y,1024.0,5.0,1.0,0.49669737676495274,0.3148108432232025,Running,chest
163,1.0,y,2048.0,5.0,1.0,0.516376170023558,0.3144914031881236,Running,chest
164,1.0,y,4096.0,5.0,1.0,0.5355286476106621,0.31002516565366506,Running,chest
165,1.0,y,1024.0,5.0,2.0,0.5424712223032319,0.35581743757788686,Running,chest
166,1.0,y,2048.0,5.0,2.0,0.5762338056575618,0.35140433229107587,Running,chest
167,1.0,y,4096.0,5.0,2.0,0.5935716738316622,0.33929408765959757,Running,chest
168,1.0,y,1024.0,5.0,3.0,0.5605675147390066,0.38333638607937337,Running,chest
169,1.0,y,2048.0,5.0,3.0,0.5807082564258302,0.3766451763957182,Running,chest
170,1.0,y,4096.0,5.0,3.0,0.6141946800617968,0.3657936731206943,Running,chest
171,1.0,y,1024.0,6.0,1.0,0.44482646348845795,0.3591502799747787,Running,chest
172,1.0,y,2048.0,6.0,1.0,0.46908350695852785,0.36326901468446243,Running,chest
173,1.0,y,4096.0,6.0,1.0,0.4916825709562384,0.36101505890444,Running,chest
174,1.0,y,1024.0,6.0,2.0,0.4834547665377518,0.40688792096846155,Running,chest
175,1.0,y,2048.0,6.0,2.0,0.5180750927611936,0.4141158282554116,Running,chest
176,1.0,y,4096.0,6.0,2.0,0.5443193314295364,0.40845481216940743,Running,chest
177,1.0,y,1024.0,6.0,3.0,0.5059111693649384,0.434996386399671,Running,chest
178,1.0,y,2048.0,6.0,3.0,0.5277129788079711,0.43468715417975046,Running,chest
179,1.0,y,4096.0,6.0,3.0,0.56671928847086,0.4352368163450304,Running,chest
180,1.0,z,1024.0,3.0,1.0,0.8989588856727663,0.08664586976323083,Running,chest
181,1.0,z,2048.0,3.0,1.0,0.9074945716937911,0.07986117707440632,Running,chest
182,1.0,z,4096.0,3.0,1.0,0.9133733107231696,0.07491715102952638,Running,chest
183,1.0,z,1024.0,3.0,2.0,0.9823253531042285,0.017009548894602343,Running,chest
184,1.0,z,2048.0,3.0,2.0,0.9868871302968427,0.01237071962870059,Running,chest
185,1.0,z,4096.0,3.0,2.0,0.9873468864709762,0.011808234752766555,Running,chest
186,1.0,z,1024.0,3.0,3.0,0.9863555163792653,0.013472678088460989,Running,chest
187,1.0,z,2048.0,3.0,3.0,0.9916625843130901,0.008163389141593484,Running,chest
188,1.0,z,4096.0,3.0,3.0,0.9934630689037827,0.006355802195807989,Running,chest
189,1.0,z,1024.0,4.0,1.0,0.8464165272657771,0.1757905569172281,Running,chest
190,1.0,z,2048.0,4.0,1.0,0.8572196091783143,0.16341377761205106,Running,chest
191,1.0,z,4096.0,4.0,1.0,0.8679145497320611,0.1495714645142911,Running,chest
192,1.0,z,1024.0,4.0,2.0,0.9770680538595995,0.028739762725180095,Running,chest
193,1.0,z,2048.0,4.0,2.0,0.9824304687511122,0.02192877109234299,Running,chest
194,1.0,z,4096.0,4.0,2.0,0.9830227983780624,0.020789018655882792,Running,chest
195,1.0,z,1024.0,4.0,3.0,0.968551252890501,0.04129918009711132,Running,chest
196,1.0,z,2048.0,4.0,3.0,0.9802920564052199,0.025942808501590836,Running,chest
197,1.0,z,4096.0,4.0,3.0,0.9837946661314163,0.02110530090563931,Running,chest
198,1.0,z,1024.0,5.0,1.0,0.8127283027302927,0.27150865320114437,Running,chest
199,1.0,z,2048.0,5.0,1.0,0.8286654099351193,0.24914892407750375,Running,chest
200,1.0,z,4096.0,5.0,1.0,0.8424118088837651,0.2271320138411107,Running,chest
201,1.0,z,1024.0,5.0,2.0,0.952249687023144,0.0808685910890354,Running,chest
202,1.0,z,2048.0,5.0,2.0,0.9637241074921729,0.06267329569408492,Running,chest
203,1.0,z,4096.0,5.0,2.0,0.9702000272418543,0.05014489875571772,Running,chest
204,1.0,z,1024.0,5.0,3.0,0.9182017887594167,0.1403694291895675,Running,chest
205,1.0,z,2048.0,5.0,3.0,0.946385554741208,0.09101452479474792,Running,chest
206,1.0,z,4096.0,5.0,3.0,0.9597495780590922,0.06688940558206144,Running,chest
207,1.0,z,1024.0,6.0,1.0,0.7773305744407772,0.396471818862445,Running,chest
208,1.0,z,2048.0,6.0,1.0,0.802159664244591,0.3607497706294329,Running,chest
209,1.0,z,4096.0,6.0,1.0,0.8212732661145814,0.3249191532753394,Running,chest
210,1.0,z,1024.0,6.0,2.0,0.8771554660899672,0.2710882754815343,Running,chest
211,1.0,z,2048.0,6.0,2.0,0.9165183595381441,0.19027308227305925,Running,chest
212,1.0,z,4096.0,6.0,2.0,0.9409886862229956,0.13141493139344587,Running,chest
213,1.0,z,1024.0,6.0,3.0,0.8391341978117866,0.3318012691164414,Running,chest
214,1.0,z,2048.0,6.0,3.0,0.887824905362981,0.23792686310079783,Running,chest
215,1.0,z,4096.0,6.0,3.0,0.9202671576785585,0.1687638821016444,Running,chest
216,1.0,x,1024.0,3.0,1.0,0.810007713052921,0.1510268008080181,Climbing Up,chest
217,1.0,x,2048.0,3.0,1.0,0.8189727454116709,0.1448148785246855,Climbing Up,chest
218,1.0,x,4096.0,3.0,1.0,0.8113431622221642,0.1497549353398396,Climbing Up,chest
219,1.0,x,1024.0,3.0,2.0,0.905959310468589,0.08220476309970935,Climbing Up,chest
220,1.0,x,2048.0,3.0,2.0,0.919078355968997,0.07141171323430337,Climbing Up,chest
221,1.0,x,4096.0,3.0,2.0,0.9084058714974819,0.08013399072683099,Climbing Up,chest
222,1.0,x,1024.0,3.0,3.0,0.9457017857884423,0.04933529685149618,Climbing Up,chest
223,1.0,x,2048.0,3.0,3.0,0.9616554939021201,0.035517495565884606,Climbing Up,chest
224,1.0,x,4096.0,3.0,3.0,0.9454385745893328,0.049654769062862966,Climbing Up,chest
225,1.0,x,1024.0,4.0,1.0,0.7321697786332434,0.23104061399084724,Climbing Up,chest
226,1.0,x,2048.0,4.0,1.0,0.7442071531565806,0.22590775677528965,Climbing Up,chest
227,1.0,x,4096.0,4.0,1.0,0.7356211562093896,0.22779851645946259,Climbing Up,chest
228,1.0,x,1024.0,4.0,2.0,0.8567135686533188,0.15134983120558024,Climbing Up,chest
229,1.0,x,2048.0,4.0,2.0,0.8770517686679432,0.13501388407777798,Climbing Up,chest
230,1.0,x,4096.0,4.0,2.0,0.8598028694024623,0.14822126475676237,Climbing Up,chest
231,1.0,x,1024.0,4.0,3.0,0.9051937929878145,0.10957413061968911,Climbing Up,chest
232,1.0,x,2048.0,4.0,3.0,0.9345110400837272,0.07794237325994263,Climbing Up,chest
233,1.0,x,4096.0,4.0,3.0,0.9109752448855397,0.10018530221594121,Climbing Up,chest
234,1.0,x,1024.0,5.0,1.0,0.6852132912131811,0.3085183369332188,Climbing Up,chest
235,1.0,x,2048.0,5.0,1.0,0.703376668702582,0.302409901211362,Climbing Up,chest
236,1.0,x,4096.0,5.0,1.0,0.6940209697111611,0.30094501433747983,Climbing Up,chest
237,1.0,x,1024.0,5.0,2.0,0.8153897154822267,0.24705825759940322,Climbing Up,chest
238,1.0,x,2048.0,5.0,2.0,0.8477252249121264,0.21212577413333986,Climbing Up,chest
239,1.0,x,4096.0,5.0,2.0,0.8283459646557441,0.2251851179430551,Climbing Up,chest
240,1.0,x,1024.0,5.0,3.0,0.8708712986932914,0.19187079079280242,Climbing Up,chest
241,1.0,x,2048.0,5.0,3.0,0.9105607324560128,0.1382715942896164,Climbing Up,chest
242,1.0,x,4096.0,5.0,3.0,0.8852910037924187,0.1641606733227321,Climbing Up,chest
243,1.0,x,1024.0,6.0,1.0,0.6412149110605132,0.4070918116315799,Climbing Up,chest
244,1.0,x,2048.0,6.0,1.0,0.6670706144371394,0.39628992154522613,Climbing Up,chest
245,1.0,x,4096.0,6.0,1.0,0.6608425274445977,0.38415240134890594,Climbing Up,chest
246,1.0,x,1024.0,6.0,2.0,0.7665263116999861,0.3892476101507427,Climbing Up,chest
247,1.0,x,2048.0,6.0,2.0,0.8110052550184965,0.33331832182085996,Climbing Up,chest
248,1.0,x,4096.0,6.0,2.0,0.7972245073888189,0.3281874083352071,Climbing Up,chest
249,1.0,x,1024.0,6.0,3.0,0.8125403634065271,0.3598277765221675,Climbing Up,chest
250,1.0,x,2048.0,6.0,3.0,0.870144350638898,0.2655668110546809,Climbing Up,chest
251,1.0,x,4096.0,6.0,3.0,0.8536816900197485,0.26775850169734855,Climbing Up,chest
252,1.0,y,1024.0,3.0,1.0,0.7159882098756042,0.20256269382418007,Climbing Up,chest
253,1.0,y,2048.0,3.0,1.0,0.7368078831993082,0.19164942390538725,Climbing Up,chest
254,1.0,y,4096.0,3.0,1.0,0.7423011509173291,0.1879934777079769,Climbing Up,chest
255,1.0,y,1024.0,3.0,2.0,0.8463860704910214,0.12532765734984433,Climbing Up,chest
256,1.0,y,2048.0,3.0,2.0,0.8531960584395412,0.12006110969167373,Climbing Up,chest
257,1.0,y,4096.0,3.0,2.0,0.8614279883349178,0.11368932677585947,Climbing Up,chest
258,1.0,y,1024.0,3.0,3.0,0.9211761496170399,0.06796111532659627,Climbing Up,chest
259,1.0,y,2048.0,3.0,3.0,0.9199907449779177,0.06920041250192198,Climbing Up,chest
260,1.0,y,4096.0,3.0,3.0,0.9139291593140745,0.07316416546724112,Climbing Up,chest
261,1.0,y,1024.0,4.0,1.0,0.6100801472661193,0.27626148314419097,Climbing Up,chest
262,1.0,y,2048.0,4.0,1.0,0.6393645546155812,0.264033503926931,Climbing Up,chest
263,1.0,y,4096.0,4.0,1.0,0.650176779774787,0.25835049682256744,Climbing Up,chest
264,1.0,y,1024.0,4.0,2.0,0.7800266787270459,0.21837944371186532,Climbing Up,chest
265,1.0,y,2048.0,4.0,2.0,0.7907930041724115,0.2054197961150193,Climbing Up,chest
266,1.0,y,4096.0,4.0,2.0,0.8015348540781335,0.1960031141189793,Climbing Up,chest
267,1.0,y,1024.0,4.0,3.0,0.8853963254379706,0.12251498585129991,Climbing Up,chest
268,1.0,y,2048.0,4.0,3.0,0.8802226692266718,0.12913493564773182,Climbing Up,chest
269,1.0,y,4096.0,4.0,3.0,0.8737386033626203,0.13127656320783104,Climbing Up,chest
270,1.0,y,1024.0,5.0,1.0,0.5553846661639184,0.34158685973138453,Climbing Up,chest
271,1.0,y,2048.0,5.0,1.0,0.5864361849616415,0.330165049845156,Climbing Up,chest
272,1.0,y,4096.0,5.0,1.0,0.6008535696423316,0.323518045748608,Climbing Up,chest
273,1.0,y,1024.0,5.0,2.0,0.7419765229217997,0.30553095628205,Climbing Up,chest
274,1.0,y,2048.0,5.0,2.0,0.7530306000769157,0.29194751794528273,Climbing Up,chest
275,1.0,y,4096.0,5.0,2.0,0.7655417273896236,0.2777138906378494,Climbing Up,chest
276,1.0,y,1024.0,5.0,3.0,0.8262598200826479,0.24247565479331037,Climbing Up,chest
277,1.0,y,2048.0,5.0,3.0,0.8341113424176426,0.23172774331904675,Climbing Up,chest
278,1.0,y,4096.0,5.0,3.0,0.8304936782679107,0.22634440936810032,Climbing Up,chest
279,1.0,y,1024.0,6.0,1.0,0.5190998322759421,0.4009395468091459,Climbing Up,chest
280,1.0,y,2048.0,6.0,1.0,0.5494658819646395,0.39467068397271693,Climbing Up,chest
281,1.0,y,4096.0,6.0,1.0,0.5664903402735006,0.3886805868330736,Climbing Up,chest
282,1.0,y,1024.0,6.0,2.0,0.6939465911198353,0.4200572252616767,Climbing Up,chest
283,1.0,y,2048.0,6.0,2.0,0.7142882088200108,0.40244263951430154,Climbing Up,chest
284,1.0,y,4096.0,6.0,2.0,0.7288247655314714,0.38306434517563026,Climbing Up,chest
285,1.0,y,1024.0,6.0,3.0,0.7495209715568315,0.4125427520307339,Climbing Up,chest
286,1.0,y,2048.0,6.0,3.0,0.7743173737072581,0.3804899473551928,Climbing Up,chest
287,1.0,y,4096.0,6.0,3.0,0.7770309690394175,0.3605139270021209,Climbing Up,chest
288,1.0,z,1024.0,3.0,1.0,0.8488353561776294,0.12473729938986859,Climbing Up,chest
289,1.0,z,2048.0,3.0,1.0,0.866305204927019,0.11156518266938477,Climbing Up,chest
290,1.0,z,4096.0,3.0,1.0,0.8724485185922327,0.10730595843526763,Climbing Up,chest
291,1.0,z,1024.0,3.0,2.0,0.9502582734191857,0.04524143610408755,Climbing Up,chest
292,1.0,z,2048.0,3.0,2.0,0.9621824643063973,0.03448279654936453,Climbing Up,chest
293,1.0,z,4096.0,3.0,2.0,0.9631466689623647,0.03393967073277045,Climbing Up,chest
294,1.0,z,1024.0,3.0,3.0,0.9722083211472174,0.025939568793601053,Climbing Up,chest
295,1.0,z,2048.0,3.0,3.0,0.9822042158961456,0.016841411378369427,Climbing Up,chest
296,1.0,z,4096.0,3.0,3.0,0.9800090339298654,0.018976171929299113,Climbing Up,chest
297,1.0,z,1024.0,4.0,1.0,0.7806753965500969,0.2099519661658196,Climbing Up,chest
298,1.0,z,2048.0,4.0,1.0,0.8051291046629966,0.19419351077421565,Climbing Up,chest
